timestamp,No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Last Direct Cost,Indirect Cost _,Cost is Adjusted,Allow Online Adjustment,Vendor No_,Vendor Item No_,Lead Time Calculation,Reorder Point,Maximum Inventory,Reorder Quantity,Alternative Item No_,Unit List Price,Duty Due _,Duty Code,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Durability,Freight Type,Tariff No_,Duty Unit Conversion,Country_Region Purchased Code,Budget Quantity,Budgeted Amount,Budget Profit,Blocked,Block Reason,Last DateTime Modified,Last Date Modified,Last Time Modified,Price Includes VAT,VAT Bus_ Posting Gr_ (Price),Gen_ Prod_ Posting Group,Picture,Country_Region of Origin Code,Automatic Ext_ Texts,No_ Series,Tax Group Code,VAT Prod_ Posting Group,Reserve,Global Dimension 1 Code,Global Dimension 2 Code,Stockout Warning,Prevent Negative Inventory,Application Wksh_ User ID,Assembly Policy,GTIN,Default Deferral Template Code,Low-Level Code,Lot Size,Serial Nos_,Last Unit Cost Calc_ Date,Rolled-up Material Cost,Rolled-up Capacity Cost,Scrap _,Inventory Value Zero,Discrete Order Quantity,Minimum Order Quantity,Maximum Order Quantity,Safety Stock Quantity,Order Multiple,Safety Lead Time,Flushing Method,Replenishment System,Rounding Precision,Sales Unit of Measure,Purch_ Unit of Measure,Time Bucket,Reordering Policy,Include Inventory,Manufacturing Policy,Rescheduling Period,Lot Accumulation Period,Dampener Period,Dampener Quantity,Overflow Level,Manufacturer Code,Item Category Code,Created From Nonstock Item,Product Group Code,Purchasing Code,Service Item Group,Item Tracking Code,Lot Nos_,Expiration Calculation,Warehouse Class Code,Special Equipment Code,Put-away Template Code,Put-away Unit of Measure Code,Phys Invt Counting Period Code,Last Counting Period Update,Use Cross-Docking,Next Counting Start Date,Next Counting End Date,Id,Unit of Measure Id,Tax Group Id,Sales Blocked,Purchasing Blocked,Item Category Id,Over-Receipt Code,Routing No_,Production BOM No_,Single-Level Material Cost,Single-Level Capacity Cost,Single-Level Subcontrd_ Cost,Single-Level Cap_ Ovhd Cost,Single-Level Mfg_ Ovhd Cost,Overhead Rate,Rolled-up Subcontracted Cost,Rolled-up Mfg_ Ovhd Cost,Rolled-up Cap_ Overhead Cost,Order Tracking Policy,Critical,Common Item No_,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x07\xbd\x87\x13',PRM0571,,RENOCELL 500MG STARTERDOSE x3',RENOCELL 500MG STARTERDOSE X3',,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2023-09-29 09:09:44.767,2023-09-29,1754-01-01 17:09:44.767,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,41B7E10A-318D-EB11-AA37-000D3AA30FE3,2021-03-25 06:12:15.233,7E45060B-A2A4-4F72-B553-3234C753B380,2023-09-29 09:09:44.767,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0c\x87\xbc\xa4',PRM0572,,RAMIPRO 2.5MG STARTERDOSE x3's,RAMIPRO 2.5MG STARTERDOSE X3'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,9.73429,0.0,10.08858,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2023-09-29 09:09:53.827,2023-09-29,1754-01-01 17:09:53.827,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,42B7E10A-318D-EB11-AA37-000D3AA30FE3,2021-03-25 06:12:15.240,7E45060B-A2A4-4F72-B553-3234C753B380,2025-11-28 02:00:20.097,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0b7\x84o',PRM0573,,LOSARGARD 50MG SRARTERDOSE x3',LOSARGARD 50MG SRARTERDOSE X3',,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,11.12119,0.0,11.1212,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2023-09-29 09:10:07.850,2023-09-29,1754-01-01 17:10:07.850,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,43B7E10A-318D-EB11-AA37-000D3AA30FE3,2021-03-25 06:12:15.243,7E45060B-A2A4-4F72-B553-3234C753B380,2024-12-02 06:45:29.867,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0b7\x84q',PRM0574,,AMLODINE 5MG STARTERDOSE x3's,AMLODINE 5MG STARTERDOSE X3'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,8.97355,0.0,8.97333,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2023-09-29 08:55:36.337,2023-09-29,1754-01-01 16:55:36.337,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,44B7E10A-318D-EB11-AA37-000D3AA30FE3,2021-03-25 06:12:15.250,7E45060B-A2A4-4F72-B553-3234C753B380,2024-12-02 06:45:29.877,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0c\ndM',PRM0575,,MAXINE 75MG x 1's S. BOX,MAXINE 75MG X 1'S S. BOX,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,9.35665,0.0,9.35657,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2023-09-29 09:10:38.200,2023-09-29,1754-01-01 17:10:38.200,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,E57D6EF9-9004-EC11-A4C7-5E2CC006407F,2021-08-24 04:08:45.837,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-03-20 07:16:13.217,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\r\x05\xb1\x1e',PRM0576,,PREVEN-Z x 2's,PREVEN-Z X 2'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,7.99064,0.0,7.99065,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 09:10:40.473,2021-11-18,1754-01-01 17:10:40.473,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,FB09855A-9204-EC11-A4C7-5E2CC006407F,2021-08-24 04:18:38.203,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2026-01-10 02:21:37.990,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\x0cH\x80\xfa',PRM0579,,GABATIN 100MG SAMPLE x 1's,GABATIN 100MG SAMPLE X 1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,6.635,0.0,6.63533,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 09:10:28.037,2021-11-18,1754-01-01 17:10:28.037,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,DE3A854C-9404-EC11-A4C7-5E2CC006407F,2021-08-24 04:32:33.710,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-07-24 07:05:13.313,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x05\xd3\x15\xf0',PRM0580,,AMLODINE 10MG SAMPLE x 1's,AMLODINE 10MG SAMPLE X 1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,6.257,0.0,6.25697,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,1,,2022-04-18 08:54:44.593,2022-04-18,1754-01-01 16:54:44.593,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CEA4C8E5-9504-EC11-A4C7-5E2CC006407F,2021-08-24 04:44:00.340,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2022-04-18 08:54:44.593,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x05-Rp',PRM0581,,CLONIGEN 150mg SAMPLES x1's,CLONIGEN 150MG SAMPLES X1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,6.7296,0.0,6.73085,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 09:10:05.590,2021-11-18,1754-01-01 17:10:05.590,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,DD983938-551F-EC11-A4C9-5E2CC006407F,2021-09-27 05:39:02.933,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2022-01-11 00:50:43.173,9653C221-7FA2-4E0F-9014-262920F59D6E
b'\x00\x00\x00\x00\x06l\xef2',PRM0582,,AMLODINE 10MG STARTER DOSE x 3's,AMLODINE 10MG STARTER DOSE X 3'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,12.768,0.0,12.05686,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 09:09:54.187,2021-11-18,1754-01-01 17:09:54.187,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,2ECDA8A6-CF37-EC11-A4CA-5E2CC006407F,2021-10-28 09:15:54.547,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2022-11-16 01:08:53.733,231778F0-FC62-474D-8BCC-F79E6C896C7A
b'\x00\x00\x00\x00\x05-\xc8\x10',PRM0583,,ATOR 40MG STARTER DOSE x3's,ATOR 40MG STARTER DOSE X3'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,16.7773,0.0,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-18 09:09:43.337,2021-11-18,1754-01-01 17:09:43.337,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,FE43ECB0-D637-EC11-A4CA-5E2CC006407F,2021-10-28 10:06:18.260,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2022-01-11 05:40:47.867,9653C221-7FA2-4E0F-9014-262920F59D6E
b'\x00\x00\x00\x00\x0cz\x94_',PRM0584,,AMLODINE 10MG SAMPLE x 1's,AMLODINE 10MG SAMPLE X 1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,5.119,0.0,5.182,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2021-11-24 08:36:43.873,2021-11-24,1754-01-01 16:36:43.873,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,B048EE5D-014D-EC11-A4CA-5E2CC006407F,2021-11-24 08:34:41.783,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-11-05 03:16:22.140,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\r\x05\xb1 ',PRM0585,,VALIANZ HCT 80MG/12.5MG SAMPLE x 1's,VALIANZ HCT 80MG/12.5MG SAMPLE X 1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,7.76,0.0,7.76,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-03-22 05:56:43.860,2022-03-22,1754-01-01 13:56:43.860,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,E568D824-A4A9-EC11-A4DE-5E2CC006407F,2022-03-22 05:51:45.320,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2026-01-10 02:21:37.997,5428A7C5-0CCA-4C68-BF2D-3ED6031F3D6F
b'\x00\x00\x00\x00\x0b_\x87\xc1',PRM0586,,AMLODINE HD 5/20MG SAMPLE x 1's,AMLODINE HD 5/20MG SAMPLE X 1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,6.8,0.0,6.801,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-03-22 06:00:08.263,2022-03-22,1754-01-01 14:00:08.263,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,B207DF1E-A5A9-EC11-A4DE-5E2CC006407F,2022-03-22 05:58:40.427,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-02-27 06:18:16.397,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0b_\x88R',PRM0587,,AMLODINE HD 5/20MG STARTER DOSE x 3's,AMLODINE HD 5/20MG STARTER DOSE X 3'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,17.9018,0.0,17.904,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-03-22 06:26:29.777,2022-03-22,1754-01-01 14:26:29.777,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,A7AA41DB-A7A9-EC11-A4DE-5E2CC006407F,2022-03-22 06:18:15.480,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-02-27 06:18:16.747,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x06H\xe4\xf7',PRM0588,,PRONORM 10MG STARTERDOSE x 3's,PRONORM 10MG STARTERDOSE X 3'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,6.99544,0.0,7.01787,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-03-22 06:32:05.770,2022-03-22,1754-01-01 14:32:05.770,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,E8F9087D-A9A9-EC11-A4DE-5E2CC006407F,2022-03-22 06:29:56.397,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2022-08-31 03:13:50.777,231778F0-FC62-474D-8BCC-F79E6C896C7A
b'\x00\x00\x00\x00\x0cZ\xa6>',PRM0589,,PRONORM 10MG SAMPLES x 1's,PRONORM 10MG SAMPLES X 1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,2.97242,0.0,2.97256,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-03-22 06:33:50.777,2022-03-22,1754-01-01 14:33:50.777,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,681CCECC-A9A9-EC11-A4DE-5E2CC006407F,2022-03-22 06:32:10.227,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-09-02 08:04:23.820,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0cZ\x84\x1d',PRM0590,,VALIANZ HCT STARTER DOSE x 3's,VALIANZ HCT STARTER DOSE X 3'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,20.8,0.0,20.8,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-04-28 06:38:06.303,2022-04-28,1754-01-01 14:38:06.303,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,85482709-BDC6-EC11-A4DF-5E2CC006407F,2022-04-28 06:32:55.633,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2025-09-02 08:02:50.017,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x07\xb1=\xc3',PRM0591,,ESOMEP 20MG SAMPLES 1'S,ESOMEP 20MG SAMPLES 1'S,,PC,0,0,PROMO,,,1,0,0,0.0,0,0.0,3,7.29988,0.0,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-06-13 07:27:55.713,2022-06-13,1754-01-01 15:27:55.713,0,,FG,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,3,1.0,PC,PC,,0,0,0,,,,0.0,0.0,,SAMPLES,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,EC30D469-806F-EB11-AA04-000D3AA30FE3,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,381AF483-E9EA-EC11-A4E4-5E2CC006407F,2022-06-13 07:22:01.390,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F,2023-09-04 10:12:47.313,83933D16-6033-4803-80F6-95D04AA4CABA
